epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,1373.45,1.0226,0.90621,1.21889,0.74128,0.5653,0.64961,0.40019,1.42685,1.2211,1.47257,0.000577782,0.000577782,0.000577782
68,1393.96,1.00349,0.88756,1.21895,0.78894,0.53799,0.64658,0.40305,1.40939,1.19811,1.46228,0.000561279,0.000561279,0.000561279
69,1414.36,0.98229,0.87934,1.20883,0.76767,0.56217,0.65071,0.40256,1.43616,1.20899,1.49289,0.000544776,0.000544776,0.000544776
70,1434.64,1.00794,0.90051,1.2222,0.76167,0.56471,0.6522,0.40135,1.44627,1.19278,1.49648,0.000528272,0.000528272,0.000528272
71,1454.89,0.96627,0.87141,1.19546,0.77687,0.56011,0.64961,0.40511,1.42764,1.2167,1.48769,0.000511769,0.000511769,0.000511769
72,1475.2,0.98955,0.85809,1.20616,0.74523,0.56731,0.64754,0.39839,1.44553,1.19758,1.49136,0.000495266,0.000495266,0.000495266
73,1495.46,0.97523,0.84247,1.19721,0.78436,0.53255,0.63602,0.39118,1.4315,1.23058,1.47833,0.000478762,0.000478762,0.000478762
74,1515.72,0.96824,0.84923,1.18089,0.76424,0.55261,0.64158,0.39754,1.44257,1.21125,1.49213,0.000462259,0.000462259,0.000462259
75,1535.97,0.97085,0.86287,1.19027,0.73296,0.58133,0.64921,0.39961,1.43956,1.18346,1.49918,0.000445756,0.000445756,0.000445756
76,1556.25,0.9761,0.84858,1.19382,0.78393,0.56671,0.65677,0.40535,1.4405,1.16176,1.50567,0.000429253,0.000429253,0.000429253
77,1576.43,0.94333,0.82035,1.17647,0.76378,0.57894,0.66193,0.40651,1.43902,1.18722,1.49272,0.000412749,0.000412749,0.000412749
78,1596.61,0.93944,0.81727,1.174,0.73324,0.57803,0.65768,0.41091,1.4241,1.15388,1.47693,0.000396246,0.000396246,0.000396246
79,1616.92,0.93886,0.79546,1.16438,0.74146,0.57279,0.65188,0.40206,1.44654,1.1904,1.50896,0.000379743,0.000379743,0.000379743
80,1637.07,0.94319,0.8166,1.16723,0.79201,0.55856,0.65645,0.41008,1.42854,1.19334,1.48901,0.000363239,0.000363239,0.000363239
81,1657.25,0.92606,0.78963,1.16112,0.78563,0.55776,0.64846,0.4027,1.43083,1.17892,1.488,0.000346736,0.000346736,0.000346736
